number,city,area,name,set,address,x,y,tel
1119,新北市,新店區,新北市私立菲力復興幼兒園,私立,新北市新店區寶元路一段15巷9號1-2樓、11號1-2樓,121.541754,24.987099,(02)89113455
1120,新北市,新店區,康軒文教事業股份有限公司附設新北市私立員工幼兒園,私立,新北市新店區中興路二段218巷11號3樓,121.548948,24.975138,(02)86651866
1121,新北市,新店區,新北市私立雅格幼兒園,私立,新北市新店區安德街40號1、2樓,121.51139,24.962661,(02)22118709
1122,新北市,新店區,新北市私立方圓幼兒園,私立,新北市新店區北宜路一段86巷8號1樓2樓,121.538632,24.955356,(02)29119788
1123,新北市,新店區,新北市私立樂韻幼兒園,私立,新北市新店區中興路1段171、173號1樓,121.546576,24.969912,(02)29110748
1124,新北市,新店區,新北市私立小天才幼兒園,私立,新北市新店區文化路73巷8、10號1樓,121.543972,24.982434,(02)29127835
1125,新北市,新店區,新北市私立樂童幼兒園,私立,新北市新店區大豐路16巷9號、11號1樓,121.540795,24.980633,(02)29147856
1126,新北市,新店區,新北市私立漢華幼兒園,私立,新北市新店區安忠路57巷26弄29號、31號1樓,121.512355,24.958044,(02)22116868
1127,新北市,新店區,新北市私立凱撒琳幼兒園,私立,新北市新店區安德街57巷9號1樓、11號1樓、13號1樓、15號1樓、17號1樓,121.511321,24.961849,(02)22122588
1128,新北市,新店區,新北市私立劍聲幼兒園,私立,新北市新店區明德路65巷3號、5號、7號及9號,121.541282,24.976744,(02)29110883
1129,新北市,新店區,新北市私立新乖乖幼兒園,私立,新北市新店區北宜路二段56巷3弄2號1樓、5弄1號1樓,121.54901,24.950737,(02)22172598
1130,新北市,新店區,新北市私立三愛幼兒園,私立,新北市新店區安民街269巷14、16號,121.516491,24.973229,(02)22113062
1131,新北市,新店區,新北市私立三之三幼兒園,私立,新北市新店區北宜路1段35、37號2樓,121.547355,24.95202,(02)86659872
1132,新北市,新店區,新北市私立碧安幼兒園,私立,新北市新店區光華街20.22號,121.516733,24.969422,(02)22112577
1133,新北市,新店區,新北市私立小綠芽幼兒園,私立,新北市新店區中正路382巷1號1樓,121.535014,24.977392,(02)22193305
1134,新北市,新店區,新北市私立尼斯堡幼兒園,私立,新北市新店區中央一街20號1樓,121.528323,24.973065,(02)82187139
1135,新北市,新店區,新北市私立培英幼兒園,私立,新北市新店區三民路75巷12號、14號,121.535376,24.970572,(02)29118055
1136,新北市,新店區,新北市私立芯品幼兒園,私立,新北市新店區安康路2段91巷9號1樓,121.513183,24.961953,(02)86665089
1137,新北市,新店區,新北市私立巨耀幼兒園,私立,新北市新店區大豐路68巷1號1樓、2樓及70號1樓、2樓,121.539139,24.979592,(02)86653555
1138,新北市,新店區,財團法人天主教新北市私立育新幼兒園,私立,新北市新店區三民路19號,121.539411,24.971703,(02)29158300#101
1139,新北市,新店區,新北市私立道欣幼兒園,私立,新北市新店區玫瑰路58巷33號1樓,121.49383,24.946732,(02)22155515
1140,新北市,新店區,新北市私立安康幼兒園,私立,新北市新店區安康路2段168號1樓、2樓、3樓,121.51175,24.960985,(02)86660666
1141,新北市,新店區,新北市私立芯琦幼兒園,私立,新北市新店區如意街61號1樓、63號1-2樓,121.493731,24.947246,(02)22140818
1142,新北市,新店區,新北市私立嘉瑄幼兒園,私立,新北市新店區二十張路111號1、2樓,121.536281,24.97969,(02)22198524
1143,新北市,新店區,新北市私立李氏姐妹幼兒園,私立,新北市新店區中華路5號、9號2樓、9號2樓之1,121.54073,24.967316,(02)29122995
1144,新北市,新店區,康橋學校財團法人新北市康橋高級中學附屬新北市私立康橋幼兒園,私立,新北市新店區頂城五街80號,121.5179,24.953332,(02)81958866
1145,新北市,新店區,新北市私立三民幼兒園,私立,新北市新店區民權路11巷3號,121.542508,24.982593,(02)29151151
1146,新北市,新店區,新北市私立莘莘幼兒園,私立,新北市新店區中正路284巷4弄3號1樓,121.538417,24.974819,(02)29124853
1147,新北市,新店區,新北市私立俏媽咪幼兒園,私立,新北市新店區民族路55號,121.540098,24.97847,(02)29115811
1148,新北市,新店區,新北市私立心象園幼兒園,私立,新北市新店區自立街13號1樓,121.537792,24.979171,(02)22191077
1149,新北市,新店區,新北市私立佳恩幼兒園,私立,新北市新店區德正街27巷29弄8號,121.545861,24.971746,(02)29114466
1150,新北市,新店區,新北市私立陽光天使幼兒園,私立,新北市新店區中正路700巷26號1樓,121.534942,24.991423,(02)82183336
1151,新北市,新店區,財團法人中華民國佛教慈濟慈善事業基金會附設新北市私立臺北大愛幼兒園,私立,新北市新店區建國路279號1樓,121.535623,24.984667,(02)40510777#4237
1152,新北市,新店區,新北市安興非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),非營利,新北市新店區安興路129號1、2、3樓,121.515283,24.979524,(02)22126606
1153,新北市,坪林區,新北市坪林區坪林國民小學附設幼兒園,公立,新北市坪林區坪林街114號,121.7116475,24.936105,(02)26656213#38
1154,新北市,坪林區,新北市立坪林幼兒園,公立,新北市坪林區國中路2號,121.712639,24.936819,(02)26657104
1155,新北市,烏來區,新北市立烏來國民中小學附設幼兒園,公立,新北市烏來區啦卡路5號,121.554224,24.863038,(02)26616482#60
1156,新北市,烏來區,新北市烏來區福山國民小學附設幼兒園,公立,新北市烏來區李茂岸56號,121.501979,24.777315,(02)26616124#500
1157,新北市,烏來區,新北市立烏來幼兒園,公立,新北市烏來區環山路82巷98號,121.546944,24.863617,(02)26616101
1158,新北市,永和區,新北市永和區秀朗國民小學附設幼兒園,公立,新北市永和區得和路202號,121.52141,24.999679,(02)29420451#5701
1159,新北市,永和區,新北市永和區永平國民小學附設幼兒園,公立,新北市永和區保生路25號,121.505717,25.008053,(02)89217496#806
1160,新北市,永和區,新北市永和區永和國民小學附設幼兒園,公立,新北市永和區秀朗路一段120號,121.51699,25.003609,(02)29213160#600
1161,新北市,永和區,新北市永和區頂溪國民小學附設幼兒園,公立,新北市永和區文化路133號,121.510583,25.015162,(02)89790643#1107
1162,新北市,永和區,新北市永和區網溪國民小學附設幼兒園,公立,新北市永和區竹林路79號,121.51934,25.012936,(02)89264470#850
1163,新北市,永和區,新北市立福和國民中學附設幼兒園,公立,新北市永和區永利路71號,121.520855,25.003997,(02)29289493#300
1164,新北市,永和區,新北市立永和幼兒園,公立,新北市永和區民權路60號1樓至3樓,121.519921,24.998017,(02)29483199
1165,新北市,永和區,新北市立永和幼兒園福和分班,公立,新北市永和區竹林路119巷53弄16號1樓至3樓,121.52253,25.012191,(02)89275508
1166,新北市,永和區,新北市立永和幼兒園博愛分班,公立,新北市永和區竹林路39巷35號1樓至3樓,121.520155,25.015378,(02)89252771
1167,新北市,永和區,新北市立永和幼兒園忠孝分班,公立,新北市永和區忠孝街26巷8號1樓至2樓,121.515311,25.016856,(02)29249440
1168,新北市,永和區,新北市立永和幼兒園大同分班,公立,新北市永和區新生路26號,121.508661,25.016309,(02)29239440
1169,新北市,永和區,新北市立永和幼兒園保生分班,公立,新北市永和區新生路218號1樓、2樓,121.50523,25.012968,(02)29250276
1170,新北市,永和區,新北市立永和幼兒園民生分班,公立,新北市永和區安樂路431-1號2樓,121.514278,25.00431,(02)29254694
1171,新北市,永和區,新北市私立彩虹鳥蒙特梭利幼兒園,私立,新北市永和區中和路377號2樓,121.508405,24.999911,(02)29215099
1172,新北市,永和區,新北市私立新新幼兒園,私立,新北市永和區保平路292巷36弄3、5號,121.508264,25.00534,(02)29270916
1173,新北市,永和區,新北市私立合安幼兒園,私立,新北市永和區民樂街59巷15號,121.528379,24.998349,(02)32334171
1174,新北市,永和區,新北市私立永佳幼兒園,私立,新北市永和區永平路218巷2號,121.509516,25.010684,(02)29283312
1175,新北市,永和區,新北市私立文揚幼兒園,私立,新北市永和區豫溪街162巷12號1、2樓,121.5236,25.009105,(02)89253102
1176,新北市,永和區,新北市私立親親幼兒園,私立,新北市永和區永和路一段112號2樓,121.513623,25.007349,(02)29251974
1177,新北市,永和區,新北市私立比弗利幼兒園,私立,新北市永和區中正路232號3樓、234號2、3樓,121.516272,24.99799,(02)29413876
1178,新北市,永和區,新北市私立育苗幼兒園,私立,新北市永和區林森路40巷6弄2號,121.525043,25.005327,(02)29273965
1179,新北市,永和區,新北市私立翰尼永和幼兒園,私立,新北市永和區永平路51號2樓,121.512742,25.008565,(02)89218252
1180,新北市,永和區,新北市私立新惠幼幼兒園,私立,新北市永和區保安路252巷2號1.2樓,121.506294,25.012747,(02)29209603
1181,新北市,永和區,新北市私立新七賢幼兒園,私立,新北市永和區竹林路39巷17號1樓、2樓,121.518697,25.014759,(02)89287109
1182,新北市,永和區,新北市私立科見幼兒園,私立,新北市永和區民權路53號3樓之1,121.520026,24.996815,(02)29491375
1183,新北市,永和區,新北市私立卡兒堡幼兒園,私立,新北市永和區信義路17巷24號1樓,121.513172,25.011218,(02)29210808
1184,新北市,永和區,新北市私立微笑太陽幼兒園,私立,新北市永和區中和路305巷10弄1.3號,121.507272,25.00057,(02)29216210
1185,新北市,永和區,新北市私立喬幼國際幼兒園,私立,新北市永和區中和路435號1-2樓,121.509467,25.001021,(02-)29241528
1186,新北市,永和區,新北市私立民華幼兒園,私立,新北市永和區民有街6號1樓,121.515872,24.997102,(02)29489233
1187,新北市,永和區,新北市私立荳荳幼兒園,私立,新北市永和區得和路249-1號,121.520947,25.00006,(02)29239123
1188,新北市,永和區,新北市私立永達幼兒園,私立,新北市永和區永貞路39巷9弄7號、9號,121.521927,25.00684,(02)29228387
1189,新北市,永和區,新北市私立新佳美幼兒園,私立,新北市永和區中正路412巷4弄8、10、12、14號,121.518046,25.001476,(02)29218644
1190,新北市,永和區,新北市私立何嘉仁得和幼兒園,私立,新北市永和區得和路273之2號1樓至3樓、273號2樓至3樓、273號2樓之1、273號3樓之1,121.52203,24.99988,(02)89233666
1191,新北市,永和區,新北市私立野聲幼兒園,私立,新北市永和區豫溪街74巷7弄2號1樓至3樓、4號1樓至3樓,121.517427,25.009665,(02)29242925
1192,新北市,永和區,天主教耕莘醫療財團法人附設新北市私立永和耕莘幼兒園,私立,新北市永和區竹林路66巷17之4號1樓至2樓,121.517551,25.012869,(02)29281156
1193,新北市,永和區,新北市私立巨堡幼兒園,私立,新北市永和區永寧街115巷1號及3號,121.518326,25.006201,(02)29208968
1194,新北市,永和區,新北市私立奧爾仕幼兒園,私立,新北市永和區保平路203巷2號1樓至2樓,121.509074,25.004674,(02)22314384
1195,新北市,永和區,新北市私立巧可麗雙和幼兒園,私立,新北市永和區安樂路170號,121.514781,25.000927,(02)86605058
1196,新北市,永和區,財團法人新北市私立及人國民小學附設新北市私立幼兒園,私立,新北市永和區文化路172號,121.512035,25.015664,(02)29213804
1197,新北市,永和區,新北市私立雅德賽思幼兒園,私立,新北市永和區成功路一段93巷13弄39號1樓至2樓,121.528002,25.003247,(02)29214668
1198,新北市,永和區,新北市私立吉的堡佳樂幼兒園,私立,新北市永和區福和路95號1樓至2樓,121.522053,25.007797,(02)29210336
1199,新北市,永和區,新北市私立嘉樂幼兒園,私立,新北市永和區中和路501巷17號,121.510315,25.002991,(02)29255484
1200,新北市,永和區,新北市私立安迪芬幼兒園,私立,新北市永和區信義路17巷9弄1號及3號1樓至2樓,121.513945,25.011626,(02)29278843
1201,新北市,永和區,新北市私立艾瑞克幼兒園,私立,新北市永和區民權路37號1樓,121.52006,24.997575,(02)89413800
1202,新北市,永和區,新北市私立培賢幼兒園,私立,新北市永和區竹林路179巷25號1樓,121.521627,25.010145,(02)89285035
1203,新北市,永和區,新北市私立幼學館幼兒園,私立,新北市永和區中正路259號1樓、2樓,121.517557,25.000634,(02)86601178
1204,新北市,永和區,財團法人新北市私立竹林國民小學附設幼兒園,私立,新北市永和區竹林路34號,121.517309,25.014492,(02)29252401
1205,新北市,永和區,新北市私立幼森幼兒園,私立,新北市永和區永和路一段18巷2號1樓,121.513253,25.004463,(02)32338272
1206,新北市,永和區,小太陽教育事業股份有限公司附設新北市私立小太陽美學幼兒園,私立,新北市永和區仁愛路282巷6號1樓、282巷10弄6號1樓,121.503622,25.008645,(02)86605678
1207,新北市,永和區,新北市私立快樂瑪麗安葳森幼兒園,私立,新北市永和區竹林路176號3樓,121.520354,25.009962,(02)29290012
1208,新北市,永和區,新北市私立巧可麗幼兒園,私立,新北市永和區竹林路30號之1及竹林路32巷6號,121.518727,25.01366,(02)89235111
1209,新北市,永和區,新北市私立中中幼兒園,私立,新北市永和區中山路一段191巷15弄8號、10號、12號,121.509645,25.007639,(02)29218093
1210,新北市,永和區,新北市私立七賢幼兒園,私立,新北市永和區竹林路119巷10弄6號,121.520765,25.01104,(02)89277171
1211,新北市,永和區,育才學校財團法人新北市私立育才國民小學附設幼兒園,私立,新北市永和區福和路125巷20號,121.521642,25.007061,(02)29214630#310
1212,新北市,永和區,新北市私立秀明幼兒園,私立,新北市永和區民權路1巷24號、26號,121.521466,24.998125,(02)29435335
1213,新北市,永和區,新北市私立永育兒童城幼兒園,私立,新北市永和區仁愛路8號2樓,121.515125,25.013646,(02)29220811
1214,新北市,永和區,新北市私立安迪生幼兒園,私立,新北市永和區永貞路228號1樓、2樓,121.515085,25.004031,(02)89217855
1215,新北市,永和區,新北市私立育圃幼兒園,私立,新北市永和區中和路483號2樓、2樓之1,121.510347,25.002013,(02)86606161
1216,新北市,永和區,新北市私立藍天永和幼兒園,私立,新北市永和區中和路375號3樓,121.508332,24.99988,(02)29268677
1217,新北市,永和區,新北市私立宏幼幼兒園,私立,新北市永和區豫溪街160巷3號1樓,121.523355,25.009615,(02)89282568
1218,新北市,永和區,新北市私立傳動幼兒園,私立,新北市永和區中正路344號1樓、2樓,121.517798,25.000399,(02)89231566
1219,新北市,永和區,新北市私立淯馨幼兒園,私立,新北市永和區秀朗路二段98號、100號,121.523715,25.001555,(02)32334373
1220,新北市,永和區,新北市私立三暉幼兒園,私立,新北市永和區永亨路115巷2號、4號1樓,121.523861,25.004874,(02)29220778
1221,新北市,中和區,新北市中和區景新國民小學附設幼兒園,公立,新北市中和區景新街467巷37號,121.514994,24.989301,(02)29448021#860861862
1222,新北市,中和區,新北市中和區興南國民小學附設幼兒園,公立,新北市中和區興南路1段135巷24號,121.509128,24.98673,(02)29422349#870
1223,新北市,中和區,新北市中和區復興國民小學附設幼兒園,公立,新北市中和區復興路301巷6號,121.50193,24.989646,(02)22472993#251
1224,新北市,中和區,新北市中和區秀山國民小學附設幼兒園,公立,新北市中和區立人街2號,121.521164,24.994223,(02)29434353#870
1225,新北市,中和區,新北市中和區自強國民小學附設幼兒園,公立,新北市中和區莒光路200號,121.471895,24.998463,(02)29557936#860
1226,新北市,中和區,新北市中和區光復國民小學附設幼兒園,公立,新北市中和區光環路2段1號,121.482575,25.014697,(02)32348654#265
1227,新北市,中和區,新北市中和區中和國民小學附設幼兒園,公立,新北市中和區中和路100號,121.501611,24.99986,(02)22492550#280
1228,新北市,中和區,新北市中和區積穗國民小學附設幼兒園,公立,新北市中和區員山路154號,121.481398,24.999057,(02)32347679#11
1229,新北市,中和區,新北市中和區錦和國民小學附設幼兒園,公立,新北市中和區圓通路292號,121.489565,24.98947,(02)22479495#250
1230,新北市,中和區,新北市立中和幼兒園,公立,新北市中和區南山路236號3樓,121.506503,24.989654,(02)89423942
1231,新北市,中和區,新北市立中和幼兒園飛駝分班,公立,新北市中和區忠孝街48號,121.511234,24.983384,(02)29409056
1232,新北市,中和區,新北市立中和幼兒園慈光分班,公立,新北市中和區民德路311號1樓,121.467347,24.994783,(02)29540289
1233,新北市,中和區,新北市立中和幼兒園碧湖分班,公立,新北市中和區圓通路367巷15-1號1~3樓,121.49257,24.987762,(02)22478784
1234,新北市,中和區,新北市立中和幼兒園秀山分班,公立,新北市中和區成功路97巷7號,121.526551,24.991803,(02)29499765
1235,新北市,中和區,新北市立漳和國民中學附設幼兒園,公立,新北市中和區廣福路39號,121.505531,25.002673,(02)22488616#252
1236,新北市,中和區,新北市立自強國民中學附設幼兒園,公立,新北市中和區莒光路191號,121.472635,24.998837,(02)22259469#852
1237,新北市,中和區,新北市立中和國民中學附設幼兒園,公立,新北市中和區興南路二段三巷十七號,121.50854,24.986176,(02)29422270#295
1238,新北市,中和區,新北市私立慈德幼兒園,私立,新北市中和區立德街30號1、2、3樓,121.489348,25.007099,(02)22227098
1239,新北市,中和區,新北市私立宏仁蒙特梭利幼兒園,私立,新北市中和區景德街13號1樓,121.518822,24.990573,(02)29409966
1240,新北市,中和區,新北市私立布朗尼幼兒園,私立,新北市中和區中正路25號1~2樓、27號1~2樓、29號1~2樓、31號1~2樓,121.502472,24.993348,(02)22448900
1241,新北市,中和區,新北市私立新時代幼兒園,私立,新北市中和區莒光路120巷14號1~2樓、16號1~2樓,121.471446,25.001984,(02)29585161
1242,新北市,中和區,新北市私立景新幼兒園,私立,新北市中和區景新街231之6號1樓,121.508095,24.994641,(02)29408146
1243,新北市,中和區,新北市私立兆元幼兒園,私立,新北市中和區中和市復興路280巷46弄3、4、5號,121.501218,24.992257,(02)22470342
1244,新北市,中和區,新北市私立安安堡幼兒園,私立,新北市中和區橋和路298號1樓,121.496829,25.006951,(02)22408376
1245,新北市,中和區,新北市私立貝吉堡幼兒園,私立,新北市中和區錦和路203巷1號、203巷1號2樓（門牌整編含201號、201之1號）,121.490986,24.990507,(02)22492208
1246,新北市,中和區,新北市私立艾蒙幼兒園,私立,新北市中和區圓通路290巷1ˋ3號1樓及292巷2號1樓,121.490555,24.989604,(02)22472479
1247,新北市,中和區,新北市私立椰林幼兒園,私立,新北市中和區中和市安平路68號1樓及夾層,121.510855,24.996428,(02)29489587
1248,新北市,中和區,新北市私立中仁幼兒園,私立,新北市中和區民享街92巷19.21.23號1樓,121.473093,24.999721,(02)22221088
1249,新北市,中和區,新北市私立春池幼兒園,私立,新北市中和區宜安路118巷2號1樓及112號2樓、2樓之1、2樓之2、2樓之3,121.510496,24.998156,(02)32338909#115
1250,新北市,中和區,新北市私立民德義泉幼兒園,私立,新北市中和區民德路198號1、2、3樓,121.468219,24.998726,(02)29628198
1251,新北市,中和區,財團法人新北市私立竹林高級中學附設新北市私立竹林幼兒園,私立,新北市中和區華新街143巷12之1號1、2樓,121.506349,24.980854,(02)29469271
1252,新北市,中和區,新北市私立成真幼兒園,私立,新北市中和區圓通路160號2樓,121.49776,24.995642,(02)22436616
1253,新北市,中和區,新北市私立芫銘幼兒園,私立,新北市中和區大勇街25巷29弄4號1樓,121.51515,24.993926,(02)29460022
1254,新北市,中和區,新北市私立真理蒙特梭利幼兒園,私立,新北市中和區興南路一段34巷2號1、2、3樓,121.510904,24.991347,(02)29495671
1255,新北市,中和區,新北市私立雙和巨星幼兒園,私立,新北市中和區光華街100號、102號及106號1樓,121.507275,25.002369,(02)82455738
1256,新北市,中和區,新北市私立新天地國際蒙特梭利幼兒園,私立,新北市中和區景安路49號1、2樓,121.507357,24.998241,(02)29477317
1257,新北市,中和區,新北市私立中和松柏幼兒園,私立,新北市中和區國光街112巷38號、40號、42號,121.469742,25.002731,(02)29522578
1258,新北市,中和區,新北市私立偉恩幼兒園,私立,新北市中和區華順街103巷1號,121.465487,24.997436,(02)29551153
1259,新北市,中和區,財團法人天主教會臺北教區附設新北市私立玫瑰幼兒園,私立,新北市中和區景平路329巷1弄5號,121.506035,24.992614,(02)89418738
1260,新北市,中和區,新北市私立崇儒幼兒園,私立,新北市中和區宜安路56之1號1樓,121.511855,24.997059,(02)29435789
1261,新北市,中和區,新北市私立泡泡龍幼兒園,私立,新北市中和區復興路55號1樓、2樓,121.504407,24.989986,(02)29406245
1262,新北市,中和區,新北市私立興南幼兒園,私立,新北市中和區景新街347號2樓,121.512058,24.990981,(02)89421996
1263,新北市,中和區,新北市私立連城幼兒園,私立,新北市中和區連城路537號,121.480491,24.994817,(02)22259936
1264,新北市,中和區,新北市私立安邦幼兒園,私立,新北市中和區連城路477巷6弄1、3號1樓,121.482653,24.994994,(02)22221759
1265,新北市,中和區,新北市私立勝利幼兒園,私立,新北市中和區新生街186巷5弄13號,121.483029,24.99922,(02)22229810
1266,新北市,中和區,新北市私立格林幼兒園,私立,新北市中和區興南路一段117巷1弄1及3號1樓、107號1樓、107-1號2樓、109號1樓、109-1號2樓,121.509459,24.987795,(02)29470979
1267,新北市,中和區,新北市私立普林斯頓幼兒園,私立,新北市中和區中正路839巷31號,121.483644,25.002281,(02)82212186
1268,新北市,中和區,新北市私立華人幼兒園,私立,新北市中和區大仁街10巷52號,121.520473,24.992616,(02)29416158
1269,新北市,中和區,新北市私立佳南幼兒園,私立,新北市中和區民安街42巷32號,121.479253,25.001175,(02)22219996
1270,新北市,中和區,新北市私立育才幼兒園,私立,新北市中和區景新街48號1、2樓及2樓之1,121.503754,24.999009,(02)22463876
1271,新北市,中和區,新北市私立日光幼兒園,私立,新北市中和區中正路80號2樓之1,121.500424,24.993822,(02)22462222
1272,新北市,中和區,新北市私立創意蘋果幼兒園,私立,新北市中和區圓通路367巷2號2樓,121.4913,24.989294,(02)22460906
1273,新北市,中和區,新北市私立底格里思幼兒園,私立,新北市中和區中正路675號1~2樓,121.485018,24.996976,(02)82266588
1274,新北市,中和區,新北市私立小小幼兒園,私立,新北市中和區大勇街60巷16號1樓,121.51876,24.994672,(02)86681089
1275,新北市,中和區,新北市私立嘉煌幼兒園,私立,新北市中和區中山路2段63、65號各1、2、3樓,121.480137,25.006097,(02)22446566
1276,新北市,中和區,新北市私立迪仕尼幼兒園,私立,新北市中和區忠孝街57號1樓、57之1號1樓,121.511591,24.984615,(02)29416544
1277,新北市,中和區,南山學校財團法人新北市南山高級中學附設私立員工幼兒園,私立,新北市中和區廣福路41號1樓,121.503448,25.001629,(02)22453000#411
1278,新北市,中和區,新北市私立嘉嘉幼兒園,私立,新北市中和區中安街188號1~2樓,121.511231,24.99931,(02)86608026
1279,新北市,中和區,新北市私立實踐幼兒園,私立,新北市中和區中山路2段312巷45弄9號、11號、13號、35號、37號1樓,121.494669,25.004597,(02)22471488
1280,新北市,中和區,新北市私立巧可麗巧新幼兒園,私立,新北市中和區景平路509號1、2樓,121.499466,24.998569,(02)82453686
1281,新北市,中和區,新北市私立弘恩幼兒園,私立,新北市中和區員山路406號1~2樓,121.480493,25.004894,(02)82218028
1282,新北市,中和區,新北市私立育心寶貝幼兒園,私立,新北市中和區連城路389巷11號1樓,121.486667,24.995163,(02)22229322
1283,新北市,中和區,新北市私立景光幼兒園,私立,新北市中和區景新街437巷10號,121.513903,24.989457,(02)29427833
1284,新北市,中和區,新北市私立安欣幼兒園,私立,新北市中和區民德路358號1樓,121.466245,24.994026,(02)29530541
1285,新北市,中和區,新北市私立欣明幼兒園,私立,新北市中和區圓通路294巷11弄4、6號,121.488206,24.989858,(02)22471557
1286,新北市,中和區,新北市私立奧林匹克幼兒園,私立,新北市中和區連城路533號2樓,121.480703,24.994865,(02)22221800
1287,新北市,中和區,新北市私立白兔幼兒園,私立,新北市中和區中山路二段2巷77號,121.5013142,25.00777,(02)22439923
1288,新北市,中和區,新北市私立民治園幼兒園,私立,新北市中和區民治街4號1樓,121.474754,25.005587,(02)22236161
1289,新北市,中和區,新北市私立忠合幼兒園,私立,新北市中和區秀朗路3段10巷14弄110號,121.523456,24.996887,(02)29444892
1290,新北市,中和區,新北市私立逸德幼兒園,私立,新北市中和區宜安路26巷1號1樓,121.513324,24.996085,(02)29460739
1291,新北市,中和區,新北市私立永愛幼兒園,私立,新北市中和區秀朗路三段128巷12弄7號,121.524938,24.992757,(02)29423775
1292,新北市,中和區,新北市私立安特幼兒園,私立,新北市中和區景平路431巷1號1樓、3號1~2樓,121.501167,24.995329,(02)22477523
1293,新北市,中和區,新北市私立茁壯園中和幼兒園,私立,新北市中和區民生街8號1樓、2樓,121.471175,25.006081,(02)89513859
1294,新北市,中和區,新北市私立景平幼兒園,私立,新北市中和區和平街54巷1弄4.6號,121.508602,24.990935,(02)29431030
1295,新北市,中和區,新北市私立森堡幼兒園,私立,新北市中和區保健路123號1、2樓，125號1樓,121.512369,24.995956,(02)29496007
1296,新北市,中和區,新北市私立辰修幼兒園,私立,新北市中和區復興路280巷3弄7號、9號,121.501876,24.990855,(02)2246-5115
1297,新北市,中和區,新北市私立小博士幼兒園,私立,新北市中和區中正路792號1樓,121.485229,25.001275,(02)22287342
1298,新北市,中和區,新北市私立華登幼兒園,私立,新北市中和區景平路505號1樓及505之1號2樓,121.499589,24.998436,(02)22421568
1299,新北市,中和區,新北市私立文大幼兒園,私立,新北市中和區員山路428號1及2樓,121.480284,25.005282,(02)22225178
1300,新北市,中和區,新北市私立福樂幼兒園,私立,新北市中和區中興街200號,121.499701,24.990584,(02)22421777
1301,新北市,中和區,新北市私立時代幼兒園,私立,新北市中和區莒光路84巷22號1樓、24號1樓,121.4717,25.002109,(02)29585161
1302,新北市,中和區,新北市私立聖中幼兒園,私立,新北市中和區新生街166巷、18、20號、20之1號,121.48259,25.000108,(02)22210606
1303,新北市,中和區,新北市私立德明幼兒園,私立,新北市中和區中山路二段312巷3弄7號1樓、1弄8號1樓,121.495172,25.002904,(02)22423770
1304,新北市,中和區,新北市私立民治藝術幼兒園,私立,新北市中和區民治街4號2樓,121.474754,25.005587,(02)22232690
1305,新北市,中和區,新北市私立謙禧幼兒園,私立,新北市中和區中山路二段64巷12弄1號1樓,121.503668,25.005254,(02)22493787
1306,新北市,中和區,新北市私立實踐菁英幼兒園,私立,新北市中和區中山路2段332巷76號1樓,121.494114,25.004776,(02)22475433
1307,新北市,中和區,新北市山北非營利幼兒園（委託財團法人三之三生命教育基金會辦理）,非營利,新北市中和區莊敬路49巷29弄2號2-3樓,121.501681,25.00646,(02)2246-8097
1308,新北市,中和區,新北市積穗非營利幼兒園(委託財團法人三之三生命教育基金會辦理),非營利,新北市中和區民安街66號1、2樓,121.478927,25.000128,(02)32340533
1309,新北市,土城區,新北市土城區土城國民小學附設幼兒園,公立,新北市土城區興城路17號,121.441935,24.972383,(02)22700177#881
1310,新北市,土城區,新北市立土城國民中學附設幼兒園,公立,新北市土城區永寧路18號,121.430171,24.962415,(02)22675135#110
1311,新北市,土城區,新北市土城區頂埔國民小學附設幼兒園,公立,新北市土城區中央路四段205號,121.414332,24.956201,(02)22686800#874
1312,新北市,土城區,新北市土城區樂利國民小學附設幼兒園,公立,新北市土城區裕生路65號,121.447559,24.985602,(02)22662568#860
1313,新北市,土城區,新北市土城區廣福國民小學附設幼兒園,公立,新北市土城區學府路一段127號,121.454896,24.986953,(02)22626782#600
1314,新北市,土城區,新北市土城區清水國民小學附設幼兒園,公立,新北市土城區金城路二段356號,121.461507,24.984401,(02)22618316#880
1315,新北市,土城區,新北市土城區安和國民小學附設幼兒園,公立,新北市土城區延和路23號,121.464774,24.988807,(02)22610943
1316,新北市,土城區,新北市立土城幼兒園,公立,新北市土城區裕民路193之1號,121.45629,24.984494,(02)22607244
1317,新北市,土城區,新北市立土城幼兒園大頂埔分班,公立,新北市土城區中州路28巷30號3樓,121.415178,24.958159,(02)22682948
1318,新北市,土城區,新北市立土城幼兒園清水分班,公立,新北市土城區青雲路368號2、3樓,121.458661,24.973801,(02)82625344
1319,新北市,土城區,新北市私立慈園幼兒園,私立,新北市土城區學府路一段270巷4號,121.45084,24.984494,(02)22623133
1320,新北市,土城區,新北市私立河馬幼兒園,私立,新北市土城區延和路185號1、2樓,121.469055,24.990407,(02)22648568
1321,新北市,土城區,新北市私立詠樂幼兒園,私立,新北市土城區延和路19號1樓、2樓,121.464224,24.988257,(02)22627766
1322,新北市,土城區,新北市私立北極星幼兒園,私立,新北市土城區學成路165號1樓、167號1樓、169號1~2樓、171號2樓,121.448198,24.989077,(02)22666311
1323,新北市,土城區,新北市私立華德幼兒園,私立,新北市土城區員林街59號1、2樓,121.443835,24.977599,(02)22604082
